Year,Pathogen,Specimen,Location,Antibiotic,Resistance_Percentage
2024,Enterococcus species,Pus Aspirate,All,Ampicillin,19.0
2024,Enterococcus species,Pus Aspirate,All,Gentamicin-HLAR,22.0
2024,Enterococcus species,Pus Aspirate,All,Erythromycin,72.0
2024,Enterococcus species,Pus Aspirate,All,Linezolid,0.1
2024,Enterococcus species,Pus Aspirate,All,Vancomycin,1.0
2024,Enterococcus species,Pus Aspirate,All,Teicoplanin,2.0
2024,Enterococcus species,Pus Aspirate,All,Doxycycline,23.0
2024,Enterococcus species,Pus Aspirate,All,Tetracycline,74.0
2024,Enterococcus species,OSBF,All,Ampicillin,46.0
2024,Enterococcus species,OSBF,All,Gentamicin-HLAR,33.0
2024,Enterococcus species,OSBF,All,Erythromycin,68.0
2024,Enterococcus species,OSBF,All,Linezolid,0.0
2024,Enterococcus species,OSBF,All,Vancomycin,0.0
2024,Enterococcus species,OSBF,All,Doxycycline,50.0
2024,Enterococcus species,Urine,All,Ampicillin,42.0
2024,Enterococcus species,Urine,All,Gentamicin-HLAR,35.0
2024,Enterococcus species,Urine,All,Ciprofloxacin,71.0
2024,Enterococcus species,Urine,All,Linezolid,0.1
2024,Enterococcus species,Urine,All,Vancomycin,2.0
2024,Enterococcus species,Urine,All,Teicoplanin,2.0
2024,Enterococcus species,Urine,All,Fosfomycin,28.0
2024,Enterococcus species,Urine,All,Tetracycline,70.0
2024,Enterococcus species,Urine,All,Nitrofurantoin,30.0
2024,Escherichia coli,Blood,OPD,Cefuroxime,66.7
2024,Escherichia coli,Blood,IPD,Cefuroxime,73.3
2024,Escherichia coli,Blood,ICU,Cefuroxime,71.2
2024,Escherichia coli,Blood,OPD,Colistin,0.0
2024,Escherichia coli,Blood,IPD,Colistin,0.0
2024,Escherichia coli,Blood,ICU,Colistin,0.5
2024,Escherichia coli,Blood,OPD,Trimethoprim/Sulfamethoxazole,35.3
2024,Escherichia coli,Blood,IPD,Trimethoprim/Sulfamethoxazole,51.9
2024,Escherichia coli,Blood,ICU,Trimethoprim/Sulfamethoxazole,40.8
2024,Escherichia coli,Blood,OPD,Ciprofloxacin,53.8
2024,Escherichia coli,Blood,IPD,Ciprofloxacin,70.3
2024,Escherichia coli,Blood,ICU,Ciprofloxacin,62.6
2024,Escherichia coli,Blood,OPD,Gentamicin,24.6
2024,Escherichia coli,Blood,IPD,Gentamicin,31.4
2024,Escherichia coli,Blood,ICU,Gentamicin,27.6
2024,Escherichia coli,Blood,OPD,Amikacin,17.6
2024,Escherichia coli,Blood,IPD,Amikacin,15.9
2024,Escherichia coli,Blood,ICU,Amikacin,13.0
2024,Escherichia coli,Blood,OPD,Meropenem,8.3
2024,Escherichia coli,Blood,IPD,Meropenem,11.2
2024,Escherichia coli,Blood,ICU,Meropenem,11.3
2024,Escherichia coli,Blood,OPD,Imipenem,6.2
2024,Escherichia coli,Blood,IPD,Imipenem,11.7
2024,Escherichia coli,Blood,ICU,Imipenem,11.3
2024,Escherichia coli,Blood,OPD,Ertapenem,3.8
2024,Escherichia coli,Blood,IPD,Ertapenem,12.4
2024,Escherichia coli,Blood,ICU,Ertapenem,14.3
2024,Escherichia coli,Blood,OPD,Cefepime,50.0
2024,Escherichia coli,Blood,IPD,Cefepime,53.4
2024,Escherichia coli,Blood,ICU,Cefepime,54.6
2024,Escherichia coli,Blood,OPD,Cefotaxime,64.7
2024,Escherichia coli,Blood,IPD,Cefotaxime,69.2
2024,Escherichia coli,Blood,ICU,Cefotaxime,74.4
2024,Escherichia coli,Blood,OPD,Ceftriaxone,59.6
2024,Escherichia coli,Blood,IPD,Ceftriaxone,67.8
2024,Escherichia coli,Blood,ICU,Ceftriaxone,72.3
2024,Escherichia coli,Blood,OPD,Piperacillin/Tazobactam,14.9
2024,Escherichia coli,Blood,IPD,Piperacillin/Tazobactam,21.7
2024,Escherichia coli,Blood,ICU,Piperacillin/Tazobactam,20.5
2024,Escherichia coli,Blood,OPD,Amoxicillin/Clavulanic acid,29.2
2024,Escherichia coli,Blood,IPD,Amoxicillin/Clavulanic acid,32.7
2024,Escherichia coli,Blood,ICU,Amoxicillin/Clavulanic acid,34.8
2024,Escherichia coli,Blood,OPD,Ampicillin,75.7
2024,Escherichia coli,Blood,IPD,Ampicillin,86.6
2024,Escherichia coli,Blood,ICU,Ampicillin,95.8
2024,Escherichia coli,Pus Aspirate,All,Ampicillin,89.0
2024,Escherichia coli,Pus Aspirate,All,Amoxicillin/Clavulanic acid,38.0
2024,Escherichia coli,Pus Aspirate,All,Piperacillin/Tazobactam,21.0
2024,Escherichia coli,Pus Aspirate,All,Cefuroxime,68.0
2024,Escherichia coli,Pus Aspirate,All,Ceftriaxone,66.0
2024,Escherichia coli,Pus Aspirate,All,Cefotaxime,65.0
2024,Escherichia coli,Pus Aspirate,All,Cefepime,46.0
2024,Escherichia coli,Pus Aspirate,All,Ertapenem,12.0
2024,Escherichia coli,Pus Aspirate,All,Imipenem,11.0
2024,Escherichia coli,Pus Aspirate,All,Meropenem,9.0
2024,Escherichia coli,Pus Aspirate,All,Amikacin,16.0
2024,Escherichia coli,Pus Aspirate,All,Gentamicin,26.0
2024,Escherichia coli,Pus Aspirate,All,Ciprofloxacin,60.0
2024,Escherichia coli,Pus Aspirate,All,Trimethoprim/Sulfamethoxazole,44.0
2024,Escherichia coli,Pus Aspirate,All,Colistin,0.0
2024,Escherichia coli,Pus Aspirate,All,Doxycycline,27.0
2024,Escherichia coli,OSBF,All,Ampicillin,87.0
2024,Escherichia coli,OSBF,All,Amoxicillin/Clavulanic acid,37.0
2024,Escherichia coli,OSBF,All,Piperacillin/Tazobactam,25.0
2024,Escherichia coli,OSBF,All,Cefuroxime,64.0
2024,Escherichia coli,OSBF,All,Ceftriaxone,64.0
2024,Escherichia coli,OSBF,All,Cefotaxime,63.0
2024,Escherichia coli,OSBF,All,Cefepime,44.0
2024,Escherichia coli,OSBF,All,Ertapenem,21.0
2024,Escherichia coli,OSBF,All,Imipenem,20.0
2024,Escherichia coli,OSBF,All,Meropenem,16.0
2024,Escherichia coli,OSBF,All,Amikacin,19.0
2024,Escherichia coli,OSBF,All,Gentamicin,31.0
2024,Escherichia coli,OSBF,All,Ciprofloxacin,62.0
2024,Escherichia coli,OSBF,All,Trimethoprim/Sulfamethoxazole,39.0
2024,Escherichia coli,OSBF,All,Colistin,0.0
2024,Escherichia coli,Urine,All,Ampicillin,85.0
2024,Escherichia coli,Urine,All,Amoxicillin/Clavulanic acid,28.0
2024,Escherichia coli,Urine,All,Piperacillin/Tazobactam,15.0
2024,Escherichia coli,Urine,All,Cefuroxime,61.0
2024,Escherichia coli,Urine,All,Ceftriaxone,64.0
2024,Escherichia coli,Urine,All,Cefotaxime,61.0
2024,Escherichia coli,Urine,All,Cefepime,45.0
2024,Escherichia coli,Urine,All,Ertapenem,6.0
2024,Escherichia coli,Urine,All,Imipenem,7.0
2024,Escherichia coli,Urine,All,Meropenem,6.0
2024,Escherichia coli,Urine,All,Amikacin,12.0
2024,Escherichia coli,Urine,All,Gentamicin,20.0
2024,Escherichia coli,Urine,All,Ciprofloxacin,54.0
2024,Escherichia coli,Urine,All,Trimethoprim/Sulfamethoxazole,39.0
2024,Escherichia coli,Urine,All,Colistin,0.04
2024,Escherichia coli,Urine,All,Fosfomycin,2.0
2024,Escherichia coli,Urine,All,Nitrofurantoin,10.0
2024,Klebsiella species,Blood,OPD,Cefuroxime,50.0
2024,Klebsiella species,Blood,IPD,Cefuroxime,63.8
2024,Klebsiella species,Blood,ICU,Cefuroxime,78.5
2024,Klebsiella species,Blood,OPD,Doxycycline,7.4
2024,Klebsiella species,Blood,IPD,Doxycycline,18.8
2024,Klebsiella species,Blood,ICU,Doxycycline,23.1
2024,Klebsiella species,Blood,OPD,Colistin,0.0
2024,Klebsiella species,Blood,IPD,Colistin,1.9
2024,Klebsiella species,Blood,ICU,Colistin,2.4
2024,Klebsiella species,Blood,OPD,Trimethoprim/Sulfamethoxazole,35.5
2024,Klebsiella species,Blood,IPD,Trimethoprim/Sulfamethoxazole,48.4
2024,Klebsiella species,Blood,ICU,Trimethoprim/Sulfamethoxazole,61.4
2024,Klebsiella species,Blood,OPD,Ciprofloxacin,44.0
2024,Klebsiella species,Blood,IPD,Ciprofloxacin,66.0
2024,Klebsiella species,Blood,ICU,Ciprofloxacin,71.5
2024,Klebsiella species,Blood,OPD,Gentamicin,32.1
2024,Klebsiella species,Blood,IPD,Gentamicin,47.3
2024,Klebsiella species,Blood,ICU,Gentamicin,54.9
2024,Klebsiella species,Blood,OPD,Amikacin,28.9
2024,Klebsiella species,Blood,IPD,Amikacin,42.8
2024,Klebsiella species,Blood,ICU,Amikacin,56.4
2024,Klebsiella species,Blood,OPD,Meropenem,27.0
2024,Klebsiella species,Blood,IPD,Meropenem,40.8
2024,Klebsiella species,Blood,ICU,Meropenem,48.7
2024,Klebsiella species,Blood,OPD,Imipenem,26.4
2024,Klebsiella species,Blood,IPD,Imipenem,37.8
2024,Klebsiella species,Blood,ICU,Imipenem,47.5
2024,Klebsiella species,Blood,OPD,Ertapenem,29.6
2024,Klebsiella species,Blood,IPD,Ertapenem,38.2
2024,Klebsiella species,Blood,ICU,Ertapenem,50.0
2024,Klebsiella species,Blood,OPD,Cefepime,40.3
2024,Klebsiella species,Blood,IPD,Cefepime,58.5
2024,Klebsiella species,Blood,ICU,Cefepime,76.2
2024,Klebsiella species,Blood,OPD,Cefotaxime,46.7
2024,Klebsiella species,Blood,IPD,Cefotaxime,71.7
2024,Klebsiella species,Blood,ICU,Cefotaxime,79.3
2024,Klebsiella species,Blood,OPD,Ceftriaxone,46.0
2024,Klebsiella species,Blood,IPD,Ceftriaxone,63.8
2024,Klebsiella species,Blood,ICU,Ceftriaxone,77.7
2024,Klebsiella species,Blood,OPD,Piperacillin/Tazobactam,34.6
2024,Klebsiella species,Blood,IPD,Piperacillin/Tazobactam,55.1
2024,Klebsiella species,Blood,ICU,Piperacillin/Tazobactam,62.5
2024,Klebsiella species,Blood,OPD,Amoxicillin/Clavulanic acid,40.0
2024,Klebsiella species,Blood,IPD,Amoxicillin/Clavulanic acid,46.5
2024,Klebsiella species,Blood,ICU,Amoxicillin/Clavulanic acid,64.5
2024,Klebsiella species,Pus Aspirate,All,Amoxicillin/Clavulanic acid,52.0
2024,Klebsiella species,Pus Aspirate,All,Piperacillin/Tazobactam,45.0
2024,Klebsiella species,Pus Aspirate,All,Cefuroxime,67.0
2024,Klebsiella species,Pus Aspirate,All,Ceftriaxone,62.0
2024,Klebsiella species,Pus Aspirate,All,Cefotaxime,64.0
2024,Klebsiella species,Pus Aspirate,All,Cefepime,56.0
2024,Klebsiella species,Pus Aspirate,All,Ertapenem,38.0
2024,Klebsiella species,Pus Aspirate,All,Imipenem,35.0
2024,Klebsiella species,Pus Aspirate,All,Meropenem,41.0
2024,Klebsiella species,Pus Aspirate,All,Amikacin,36.0
2024,Klebsiella species,Pus Aspirate,All,Gentamicin,41.0
2024,Klebsiella species,Pus Aspirate,All,Ciprofloxacin,62.0
2024,Klebsiella species,Pus Aspirate,All,Trimethoprim/Sulfamethoxazole,49.0
2024,Klebsiella species,Pus Aspirate,All,Colistin,0.24
2024,Klebsiella species,Pus Aspirate,All,Doxycycline,18.0
2024,Klebsiella species,OSBF,All,Amoxicillin/Clavulanic acid,38.0
2024,Klebsiella species,OSBF,All,Piperacillin/Tazobactam,48.0
2024,Klebsiella species,OSBF,All,Cefuroxime,71.0
2024,Klebsiella species,OSBF,All,Ceftriaxone,64.0
2024,Klebsiella species,OSBF,All,Cefotaxime,66.0
2024,Klebsiella species,OSBF,All,Cefepime,53.0
2024,Klebsiella species,OSBF,All,Ertapenem,32.0
2024,Klebsiella species,OSBF,All,Imipenem,41.0
2024,Klebsiella species,OSBF,All,Meropenem,38.0
2024,Klebsiella species,OSBF,All,Amikacin,33.0
2024,Klebsiella species,OSBF,All,Gentamicin,40.0
2024,Klebsiella species,OSBF,All,Ciprofloxacin,58.0
2024,Klebsiella species,OSBF,All,Trimethoprim/Sulfamethoxazole,48.0
2024,Klebsiella species,OSBF,All,Colistin,0.68
2024,Klebsiella species,Urine,All,Amoxicillin/Clavulanic acid,40.0
2024,Klebsiella species,Urine,All,Piperacillin/Tazobactam,35.0
2024,Klebsiella species,Urine,All,Cefuroxime,57.0
2024,Klebsiella species,Urine,All,Ceftriaxone,55.0
2024,Klebsiella species,Urine,All,Cefotaxime,56.0
2024,Klebsiella species,Urine,All,Cefepime,45.0
2024,Klebsiella species,Urine,All,Ertapenem,24.0
2024,Klebsiella species,Urine,All,Imipenem,23.0
2024,Klebsiella species,Urine,All,Meropenem,24.0
2024,Klebsiella species,Urine,All,Amikacin,28.0
2024,Klebsiella species,Urine,All,Gentamicin,29.0
2024,Klebsiella species,Urine,All,Ciprofloxacin,53.0
2024,Klebsiella species,Urine,All,Trimethoprim/Sulfamethoxazole,41.0
2024,Klebsiella species,Urine,All,Colistin,0.32
2024,Klebsiella species,Urine,All,Nitrofurantoin,47.0
2024,Salmonella Typhi,All,All,Ampicillin,3.0
2024,Salmonella Typhi,All,All,Ceftriaxone,0.0
2024,Salmonella Typhi,All,All,Imipenem,0.0
2024,Salmonella Typhi,All,All,Ciprofloxacin,61.0
2024,Salmonella Typhi,All,All,Azithromycin,0.0
2024,Salmonella Typhi,All,All,Chloramphenicol,0.0
2024,Salmonella Typhi,All,All,Trimethoprim/Sulfamethoxazole,0.0
2024,Salmonella Paratyphi,All,All,Ampicillin,
2024,Salmonella Paratyphi,All,All,Ceftriaxone,
2024,Salmonella Paratyphi,All,All,Imipenem,
2024,Salmonella Paratyphi,All,All,Ciprofloxacin,
2024,Salmonella Paratyphi,All,All,Azithromycin,
2024,Salmonella Paratyphi,All,All,Chloramphenicol,
2024,Salmonella Paratyphi,All,All,Trimethoprim/Sulfamethoxazole,0.0
2024,Shigella species,All,All,Ampicillin,42.0
2024,Shigella species,All,All,Ceftriaxone,
2024,Shigella species,All,All,Ciprofloxacin,91.0
2024,Shigella species,All,All,Azithromycin,25.0
2024,Shigella species,All,All,Chloramphenicol,
2024,Shigella species,All,All,Trimethoprim/Sulfamethoxazole,25.0
2024,Pseudomonas species,Blood,OPD,Colistin,0.0
2024,Pseudomonas species,Blood,IPD,Colistin,0.0
2024,Pseudomonas species,Blood,ICU,Colistin,0.0
2024,Pseudomonas species,Blood,OPD,Ciprofloxacin,7.1
2024,Pseudomonas species,Blood,IPD,Ciprofloxacin,21.5
2024,Pseudomonas species,Blood,ICU,Ciprofloxacin,40.6
2024,Pseudomonas species,Blood,OPD,Gentamicin,11.1
2024,Pseudomonas species,Blood,IPD,Gentamicin,24.8
2024,Pseudomonas species,Blood,ICU,Gentamicin,41.5
2024,Pseudomonas species,Blood,OPD,Amikacin,7.9
2024,Pseudomonas species,Blood,IPD,Amikacin,23.1
2024,Pseudomonas species,Blood,ICU,Amikacin,25.8
2024,Pseudomonas species,Blood,OPD,Meropenem,6.1
2024,Pseudomonas species,Blood,IPD,Meropenem,19.2
2024,Pseudomonas species,Blood,ICU,Meropenem,27.4
2024,Pseudomonas species,Blood,OPD,Imipenem,5.9
2024,Pseudomonas species,Blood,IPD,Imipenem,18.3
2024,Pseudomonas species,Blood,ICU,Imipenem,27.9
2024,Pseudomonas species,Blood,OPD,Aztreonam,0.0
2024,Pseudomonas species,Blood,IPD,Aztreonam,24.0
2024,Pseudomonas species,Blood,ICU,Aztreonam,31.6
2024,Pseudomonas species,Blood,OPD,Ceftazidime,16.7
2024,Pseudomonas species,Blood,IPD,Ceftazidime,29.8
2024,Pseudomonas species,Blood,ICU,Ceftazidime,46.2
2024,Pseudomonas species,Blood,OPD,Piperacillin/Tazobactam,12.2
2024,Pseudomonas species,Blood,IPD,Piperacillin/Tazobactam,16.0
2024,Pseudomonas species,Blood,ICU,Piperacillin/Tazobactam,34.2
2024,Pseudomonas species,Pus Aspirate,All,Piperacillin/Tazobactam,22.0
2024,Pseudomonas species,Pus Aspirate,All,Ceftazidime,33.0
2024,Pseudomonas species,Pus Aspirate,All,Aztreonam,20.0
2024,Pseudomonas species,Pus Aspirate,All,Imipenem,15.0
2024,Pseudomonas species,Pus Aspirate,All,Meropenem,13.0
2024,Pseudomonas species,Pus Aspirate,All,Amikacin,18.0
2024,Pseudomonas species,Pus Aspirate,All,Gentamicin,23.0
2024,Pseudomonas species,Pus Aspirate,All,Ciprofloxacin,29.0
2024,Pseudomonas species,Pus Aspirate,All,Colistin,0.4
2024,Pseudomonas species,Pus Aspirate,All,Netilmicin,24.0
2024,Pseudomonas species,OSBF,All,Piperacillin/Tazobactam,32.0
2024,Pseudomonas species,OSBF,All,Ceftazidime,38.0
2024,Pseudomonas species,OSBF,All,Aztreonam,27.0
2024,Pseudomonas species,OSBF,All,Imipenem,41.0
2024,Pseudomonas species,OSBF,All,Meropenem,28.0
2024,Pseudomonas species,OSBF,All,Amikacin,24.0
2024,Pseudomonas species,OSBF,All,Gentamicin,25.0
2024,Pseudomonas species,OSBF,All,Ciprofloxacin,32.0
2024,Pseudomonas species,OSBF,All,Colistin,0.0
2024,Pseudomonas species,OSBF,All,Netilmicin,
2024,Pseudomonas species,Urine,All,Piperacillin/Tazobactam,26.0
2024,Pseudomonas species,Urine,All,Ceftazidime,38.0
2024,Pseudomonas species,Urine,All,Aztreonam,33.0
2024,Pseudomonas species,Urine,All,Imipenem,29.0
2024,Pseudomonas species,Urine,All,Meropenem,26.0
2024,Pseudomonas species,Urine,All,Amikacin,26.0
2024,Pseudomonas species,Urine,All,Gentamicin,27.0
2024,Pseudomonas species,Urine,All,Ciprofloxacin,33.0
2024,Pseudomonas species,Urine,All,Colistin,0.24
2024,Pseudomonas species,Urine,All,Netilmicin,41.0
2024,Acinetobacter species,Blood,OPD,Minocycline,27.6
2024,Acinetobacter species,Blood,IPD,Minocycline,17.6
2024,Acinetobacter species,Blood,ICU,Minocycline,48.2
2024,Acinetobacter species,Blood,OPD,Colistin,0.0
2024,Acinetobacter species,Blood,IPD,Colistin,0.8
2024,Acinetobacter species,Blood,ICU,Colistin,0.0
2024,Acinetobacter species,Blood,OPD,Trimethoprim/Sulfamethoxazole,35.1
2024,Acinetobacter species,Blood,IPD,Trimethoprim/Sulfamethoxazole,36.5
2024,Acinetobacter species,Blood,ICU,Trimethoprim/Sulfamethoxazole,65.2
2024,Acinetobacter species,Blood,OPD,Ciprofloxacin,42.4
2024,Acinetobacter species,Blood,IPD,Ciprofloxacin,36.8
2024,Acinetobacter species,Blood,ICU,Ciprofloxacin,71.7
2024,Acinetobacter species,Blood,OPD,Gentamicin,39.3
2024,Acinetobacter species,Blood,IPD,Gentamicin,39.2
2024,Acinetobacter species,Blood,ICU,Gentamicin,69.2
2024,Acinetobacter species,Blood,OPD,Amikacin,33.3
2024,Acinetobacter species,Blood,IPD,Amikacin,38.7
2024,Acinetobacter species,Blood,ICU,Amikacin,64.6
2024,Acinetobacter species,Blood,OPD,Meropenem,47.1
2024,Acinetobacter species,Blood,IPD,Meropenem,41.3
2024,Acinetobacter species,Blood,ICU,Meropenem,68.5
2024,Acinetobacter species,Blood,OPD,Imipenem,48.1
2024,Acinetobacter species,Blood,IPD,Imipenem,46.2
2024,Acinetobacter species,Blood,ICU,Imipenem,78.6
2024,Acinetobacter species,Blood,OPD,Ceftazidime,58.3
2024,Acinetobacter species,Blood,IPD,Ceftazidime,51.8
2024,Acinetobacter species,Blood,ICU,Ceftazidime,78.9
2024,Acinetobacter species,Blood,OPD,Piperacillin/Tazobactam,43.3
2024,Acinetobacter species,Blood,IPD,Piperacillin/Tazobactam,44.2
2024,Acinetobacter species,Blood,ICU,Piperacillin/Tazobactam,72.8
2024,Acinetobacter species,Blood,OPD,Ampicillin/Sulbactam,41.7
2024,Acinetobacter species,Blood,IPD,Ampicillin/Sulbactam,27.5
2024,Acinetobacter species,Blood,ICU,Ampicillin/Sulbactam,61.9
2024,Acinetobacter species,Pus Aspirate,All,Ampicillin/Sulbactam,54.0
2024,Acinetobacter species,Pus Aspirate,All,Piperacillin/Tazobactam,71.0
2024,Acinetobacter species,Pus Aspirate,All,Ceftazidime,75.0
2024,Acinetobacter species,Pus Aspirate,All,Imipenem,67.0
2024,Acinetobacter species,Pus Aspirate,All,Meropenem,64.0
2024,Acinetobacter species,Pus Aspirate,All,Amikacin,60.0
2024,Acinetobacter species,Pus Aspirate,All,Gentamicin,67.0
2024,Acinetobacter species,Pus Aspirate,All,Ciprofloxacin,74.0
2024,Acinetobacter species,Pus Aspirate,All,Trimethoprim/Sulfamethoxazole,60.0
2024,Acinetobacter species,Pus Aspirate,All,Colistin,0.24
2024,Acinetobacter species,Pus Aspirate,All,Minocycline,40.0
2024,Acinetobacter species,Pus Aspirate,All,Tetracycline,25.0
2024,Acinetobacter species,OSBF,All,Ampicillin/Sulbactam,41.0
2024,Acinetobacter species,OSBF,All,Piperacillin/Tazobactam,67.0
2024,Acinetobacter species,OSBF,All,Ceftazidime,67.0
2024,Acinetobacter species,OSBF,All,Imipenem,76.0
2024,Acinetobacter species,OSBF,All,Meropenem,69.0
2024,Acinetobacter species,OSBF,All,Amikacin,57.0
2024,Acinetobacter species,OSBF,All,Gentamicin,66.0
2024,Acinetobacter species,OSBF,All,Ciprofloxacin,65.0
2024,Acinetobacter species,OSBF,All,Trimethoprim/Sulfamethoxazole,54.0
2024,Acinetobacter species,OSBF,All,Colistin,1.0
2024,Acinetobacter species,OSBF,All,Minocycline,26.0
2024,Acinetobacter species,Urine,All,Ampicillin/Sulbactam,28.0
2024,Acinetobacter species,Urine,All,Piperacillin/Tazobactam,33.0
2024,Acinetobacter species,Urine,All,Ceftazidime,46.0
2024,Acinetobacter species,Urine,All,Imipenem,34.0
2024,Acinetobacter species,Urine,All,Meropenem,32.0
2024,Acinetobacter species,Urine,All,Amikacin,28.0
2024,Acinetobacter species,Urine,All,Gentamicin,30.0
2024,Acinetobacter species,Urine,All,Ciprofloxacin,35.0
2024,Acinetobacter species,Urine,All,Trimethoprim/Sulfamethoxazole,24.0
2024,Acinetobacter species,Urine,All,Colistin,0.0
2024,Acinetobacter species,Urine,All,Minocycline,9.0
