Year,Pathogen,Specimen,Location,Antibiotic,Resistance_Percentage
2022,Klebsiella spp.,Blood,IPD,Amikacin,36.0
2022,Klebsiella spp.,Blood,OPD,Amikacin,38.0
2022,Klebsiella spp.,Blood,ICU,Gentamicin,50.0
2022,Klebsiella spp.,Blood,IPD,Gentamicin,52.0
2022,Klebsiella spp.,Blood,OPD,Gentamicin,35.0
2022,Klebsiella spp.,Blood,ICU,Ciprofloxacin,67.0
2022,Klebsiella spp.,Blood,IPD,Ciprofloxacin,75.0
2022,Klebsiella spp.,Blood,OPD,Ciprofloxacin,65.0
2022,Klebsiella spp.,Blood,ICU,TMP-SMX,47.0
2022,Klebsiella spp.,Blood,IPD,TMP-SMX,54.0
2022,Klebsiella spp.,Blood,OPD,TMP-SMX,54.0
2022,Klebsiella spp.,Blood,ICU,Colistin,2.0
2022,Klebsiella spp.,Blood,IPD,Colistin,0.0
2022,Klebsiella spp.,Blood,OPD,Colistin,0.0
2022,Klebsiella spp.,Blood,ICU,Doxycycline,73.0
2022,Klebsiella spp.,Blood,IPD,Doxycycline,54.0
2022,Klebsiella spp.,Blood,OPD,Doxycycline,0.0
2022,Klebsiella spp.,Blood,ICU,Tigecycline,15.0
2022,Klebsiella spp.,Blood,IPD,Tigecycline,21.0
2022,Klebsiella spp.,Blood,OPD,Tigecycline,0.0
2022,Salmonella Typhi,Blood+Stool,Overall,Ampicillin,26.0
2022,Salmonella Typhi,Blood+Stool,Overall,Ceftriaxone,4.0
2022,Salmonella Typhi,Blood+Stool,Overall,Imipenem,0.0
2022,Salmonella Typhi,Blood+Stool,Overall,Ciprofloxacin,42.0
2022,Salmonella Typhi,Blood+Stool,Overall,Azithromycin,7.0
2022,Salmonella Typhi,Blood+Stool,Overall,Chloramphenicol,5.0
2022,Salmonella Paratyphi A,Blood+Stool,Overall,Ciprofloxacin,100.0
2022,Salmonella Paratyphi B,Blood+Stool,Overall,Ampicillin,100.0
2022,Salmonella Paratyphi B,Blood+Stool,Overall,Ceftriaxone,100.0
2022,Salmonella Paratyphi B,Blood+Stool,Overall,Ciprofloxacin,100.0
2022,Pseudomonas spp.,Blood,Overall,Piperacillin-Tazobactam,17.0
2022,Pseudomonas spp.,Blood,Overall,Ceftazidime,36.0
2022,Pseudomonas spp.,Blood,Overall,Aztreonam,21.0
2022,Pseudomonas spp.,Blood,Overall,Imipenem,15.0
2022,Pseudomonas spp.,Blood,Overall,Meropenem,14.0
2022,Pseudomonas spp.,Blood,Overall,Amikacin,23.0
2022,Pseudomonas spp.,Blood,Overall,Gentamicin,28.0
2022,Pseudomonas spp.,Blood,Overall,Ciprofloxacin,26.0
2022,Pseudomonas spp.,Blood,Overall,Colistin,0.0
2022,Pseudomonas spp.,PA,Overall,Piperacillin-Tazobactam,16.0
2022,Pseudomonas spp.,PA,Overall,Ceftazidime,34.0
2022,Pseudomonas spp.,PA,Overall,Aztreonam,20.0
2022,Pseudomonas spp.,PA,Overall,Imipenem,17.0
2022,Pseudomonas spp.,PA,Overall,Meropenem,13.0
2022,Pseudomonas spp.,PA,Overall,Amikacin,20.0
2022,Pseudomonas spp.,PA,Overall,Gentamicin,28.0
2022,Pseudomonas spp.,PA,Overall,Ciprofloxacin,35.0
2022,Pseudomonas spp.,PA,Overall,Colistin,0.0
2022,Pseudomonas spp.,OSBF,Overall,Piperacillin-Tazobactam,19.0
2022,Pseudomonas spp.,OSBF,Overall,Ceftazidime,39.0
2022,Pseudomonas spp.,OSBF,Overall,Aztreonam,33.0
2022,Pseudomonas spp.,OSBF,Overall,Imipenem,26.0
2022,Pseudomonas spp.,OSBF,Overall,Meropenem,24.0
2022,Pseudomonas spp.,OSBF,Overall,Amikacin,29.0
2022,Pseudomonas spp.,OSBF,Overall,Gentamicin,35.0
2022,Pseudomonas spp.,OSBF,Overall,Ciprofloxacin,42.0
2022,Pseudomonas spp.,OSBF,Overall,Colistin,0.0
2022,Pseudomonas spp.,Urine,Overall,Piperacillin-Tazobactam,15.0
2022,Pseudomonas spp.,Urine,Overall,Ceftazidime,32.0
2022,Pseudomonas spp.,Urine,Overall,Aztreonam,27.0
2022,Pseudomonas spp.,Urine,Overall,Imipenem,24.0
2022,Pseudomonas spp.,Urine,Overall,Meropenem,22.0
2022,Pseudomonas spp.,Urine,Overall,Amikacin,22.0
2022,Pseudomonas spp.,Urine,Overall,Gentamicin,24.0
2022,Pseudomonas spp.,Urine,Overall,Ciprofloxacin,34.0
2022,Pseudomonas spp.,Urine,Overall,Colistin,0.0
2022,Pseudomonas spp.,Blood,ICU,Piperacillin-Tazobactam,27.0
2022,Pseudomonas spp.,Blood,IPD,Piperacillin-Tazobactam,14.0
2022,Pseudomonas spp.,Blood,OPD,Piperacillin-Tazobactam,14.0
2022,Pseudomonas spp.,Blood,ICU,Ceftazidime,52.0
2022,Pseudomonas spp.,Blood,IPD,Ceftazidime,23.0
2022,Pseudomonas spp.,Blood,OPD,Ceftazidime,33.0
2022,Pseudomonas spp.,Blood,ICU,Aztreonam,63.0
2022,Pseudomonas spp.,Blood,IPD,Aztreonam,0.0
2022,Pseudomonas spp.,Blood,OPD,Aztreonam,15.0
2022,Pseudomonas spp.,Blood,ICU,Imipenem,17.0
2022,Pseudomonas spp.,Blood,IPD,Imipenem,14.0
2022,Pseudomonas spp.,Blood,OPD,Imipenem,14.0
2022,Pseudomonas spp.,Blood,ICU,Meropenem,15.0
2022,Pseudomonas spp.,Blood,IPD,Meropenem,15.0
2022,Pseudomonas spp.,Blood,OPD,Meropenem,13.0
2022,Pseudomonas spp.,Blood,ICU,Amikacin,29.0
2022,Pseudomonas spp.,Blood,IPD,Amikacin,17.0
2022,Pseudomonas spp.,Blood,OPD,Amikacin,22.0
2022,Pseudomonas spp.,Blood,ICU,Gentamicin,34.0
2022,Pseudomonas spp.,Blood,IPD,Gentamicin,26.0
2022,Pseudomonas spp.,Blood,OPD,Gentamicin,23.0
2022,Pseudomonas spp.,Blood,ICU,Ciprofloxacin,32.0
2022,Pseudomonas spp.,Blood,IPD,Ciprofloxacin,34.0
2022,Pseudomonas spp.,Blood,OPD,Ciprofloxacin,17.0
2022,Pseudomonas spp.,Blood,ICU,Colistin,0.0
2022,Pseudomonas spp.,Blood,IPD,Colistin,0.0
2022,Pseudomonas spp.,Blood,OPD,Colistin,0.0
2022,Acinetobacter spp.,Blood,Overall,Cefoperazone-Sulbactam,9.0
2022,Acinetobacter spp.,Blood,Overall,Ampicillin-Sulbactam,29.0
2022,Acinetobacter spp.,Blood,Overall,Piperacillin-Tazobactam,48.0
2022,Acinetobacter spp.,Blood,Overall,Ceftazidime,60.0
2022,Acinetobacter spp.,Blood,Overall,Imipenem,53.0
2022,Acinetobacter spp.,Blood,Overall,Meropenem,47.0
2022,Acinetobacter spp.,Blood,Overall,Amikacin,41.0
2022,Acinetobacter spp.,Blood,Overall,Gentamicin,46.0
2022,Acinetobacter spp.,Blood,Overall,Ciprofloxacin,49.0
2022,Acinetobacter spp.,Blood,Overall,TMP-SMX,44.0
2022,Acinetobacter spp.,Blood,Overall,Colistin,0.0
2022,Acinetobacter spp.,Blood,Overall,Minocycline,27.0
2022,Acinetobacter spp.,Blood,Overall,Tigecycline,1.0
2022,Acinetobacter spp.,PA,Overall,Cefoperazone-Sulbactam,2.0
2022,Acinetobacter spp.,PA,Overall,Ampicillin-Sulbactam,48.0
2022,Acinetobacter spp.,PA,Overall,Piperacillin-Tazobactam,63.0
2022,Acinetobacter spp.,PA,Overall,Ceftazidime,68.0
2022,Acinetobacter spp.,PA,Overall,Imipenem,66.0
2022,Acinetobacter spp.,PA,Overall,Meropenem,61.0
2022,Acinetobacter spp.,PA,Overall,Amikacin,58.0
2022,Acinetobacter spp.,PA,Overall,Gentamicin,61.0
2022,Acinetobacter spp.,PA,Overall,Ciprofloxacin,66.0
2022,Acinetobacter spp.,PA,Overall,TMP-SMX,57.0
2022,Acinetobacter spp.,PA,Overall,Colistin,0.0
2022,Acinetobacter spp.,PA,Overall,Minocycline,31.0
2022,Acinetobacter spp.,PA,Overall,Tigecycline,1.0
2022,Acinetobacter spp.,OSBF,Overall,Cefoperazone-Sulbactam,12.0
2022,Acinetobacter spp.,OSBF,Overall,Ampicillin-Sulbactam,0.0
2022,Acinetobacter spp.,OSBF,Overall,Piperacillin-Tazobactam,56.0
2022,Acinetobacter spp.,OSBF,Overall,Ceftazidime,77.0
2022,Acinetobacter spp.,OSBF,Overall,Imipenem,72.0
2022,Acinetobacter spp.,OSBF,Overall,Meropenem,64.0
2022,Acinetobacter spp.,OSBF,Overall,Amikacin,58.0
2022,Acinetobacter spp.,OSBF,Overall,Gentamicin,65.0
2022,Acinetobacter spp.,OSBF,Overall,Ciprofloxacin,68.0
2022,Acinetobacter spp.,OSBF,Overall,TMP-SMX,47.0
2022,Acinetobacter spp.,OSBF,Overall,Colistin,0.0
2022,Acinetobacter spp.,OSBF,Overall,Minocycline,38.0
2022,Acinetobacter spp.,OSBF,Overall,Tigecycline,0.0
2022,Acinetobacter spp.,Urine,Overall,Cefoperazone-Sulbactam,7.0
2022,Acinetobacter spp.,Urine,Overall,Ampicillin-Sulbactam,33.0
2022,Acinetobacter spp.,Urine,Overall,Piperacillin-Tazobactam,29.0
2022,Acinetobacter spp.,Urine,Overall,Ceftazidime,39.0
2022,Acinetobacter spp.,Urine,Overall,Imipenem,36.0
2022,Acinetobacter spp.,Urine,Overall,Meropenem,31.0
2022,Acinetobacter spp.,Urine,Overall,Amikacin,29.0
2022,Acinetobacter spp.,Urine,Overall,Gentamicin,32.0
2022,Acinetobacter spp.,Urine,Overall,Ciprofloxacin,37.0
2022,Acinetobacter spp.,Urine,Overall,TMP-SMX,21.0
2022,Acinetobacter spp.,Urine,Overall,Colistin,0.0
2022,Acinetobacter spp.,Urine,Overall,Minocycline,14.0
2022,Acinetobacter spp.,Urine,Overall,Tigecycline,6.0
2022,Acinetobacter spp.,Urine,Overall,Tetracycline,26.0
2022,Acinetobacter spp.,Blood,ICU,Cefoperazone-Sulbactam,12.0
2022,Acinetobacter spp.,Blood,IPD,Cefoperazone-Sulbactam,0.0
2022,Acinetobacter spp.,Blood,OPD,Cefoperazone-Sulbactam,0.0
2022,Acinetobacter spp.,Blood,ICU,Ampicillin-Sulbactam,53.0
2022,Acinetobacter spp.,Blood,IPD,Ampicillin-Sulbactam,11.0
2022,Acinetobacter spp.,Blood,OPD,Ampicillin-Sulbactam,0.0
2022,Acinetobacter spp.,Blood,ICU,Piperacillin-Tazobactam,62.0
2022,Acinetobacter spp.,Blood,IPD,Piperacillin-Tazobactam,35.0
2022,Acinetobacter spp.,Blood,OPD,Piperacillin-Tazobactam,0.0
2022,Acinetobacter spp.,Blood,ICU,Ceftazidime,75.0
2022,Acinetobacter spp.,Blood,IPD,Ceftazidime,48.0
2022,Acinetobacter spp.,Blood,OPD,Ceftazidime,0.0
2022,Acinetobacter spp.,Blood,ICU,Imipenem,67.0
2022,Acinetobacter spp.,Blood,IPD,Imipenem,41.0
2022,Acinetobacter spp.,Blood,OPD,Imipenem,11.0
2022,Acinetobacter spp.,Blood,ICU,Meropenem,62.0
2022,Acinetobacter spp.,Blood,IPD,Meropenem,39.0
2022,Acinetobacter spp.,Blood,OPD,Meropenem,35.0
2022,Acinetobacter spp.,Blood,ICU,Amikacin,60.0
2022,Acinetobacter spp.,Blood,IPD,Amikacin,30.0
2022,Acinetobacter spp.,Blood,OPD,Amikacin,33.0
2022,Acinetobacter spp.,Blood,ICU,Gentamicin,64.0
2022,Acinetobacter spp.,Blood,IPD,Gentamicin,37.0
2022,Acinetobacter spp.,Blood,OPD,Gentamicin,27.0
2022,Acinetobacter spp.,Blood,ICU,Ciprofloxacin,61.0
2022,Acinetobacter spp.,Blood,IPD,Ciprofloxacin,43.0
2022,Acinetobacter spp.,Blood,OPD,Ciprofloxacin,20.0
2022,Acinetobacter spp.,Blood,ICU,TMP-SMX,61.0
2022,Acinetobacter spp.,Blood,IPD,TMP-SMX,33.0
2022,Acinetobacter spp.,Blood,OPD,TMP-SMX,24.0
2022,Acinetobacter spp.,Blood,ICU,Colistin,0.0
2022,Acinetobacter spp.,Blood,IPD,Colistin,0.0
2022,Acinetobacter spp.,Blood,OPD,Colistin,25.0
2022,Acinetobacter spp.,Blood,ICU,Minocycline,36.0
2022,Acinetobacter spp.,Blood,IPD,Minocycline,20.0
2022,Acinetobacter spp.,Blood,OPD,Minocycline,25.0
2022,Acinetobacter spp.,Blood,ICU,Tigecycline,0.0
2022,Acinetobacter spp.,Blood,IPD,Tigecycline,1.0
2022,Acinetobacter spp.,Blood,OPD,Tigecycline,0.0
2018,Acinetobacter spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),43.5
2018,Escherichia coli,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),52.9
2018,Klebsiella spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),34.3
2018,Pseudomonas spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),30.0
2019,Acinetobacter spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),33.4
2019,Escherichia coli,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),53.1
2019,Klebsiella spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),27.4
2019,Pseudomonas spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),26.5
2021,Acinetobacter spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),67.0
2021,Escherichia coli,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),62.0
2021,Klebsiella spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),63.0
2021,Pseudomonas spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),28.0
2022,Acinetobacter spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),61.8
2022,Escherichia coli,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),62.6
2022,Klebsiella spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),59.3
2022,Pseudomonas spp.,All Specimens,Overall,ESBL (3rd-gen Cephalosporins),33.7
2018,Acinetobacter spp.,All Specimens,Overall,Carbapenem (Trend),32.0
2018,Escherichia coli,All Specimens,Overall,Carbapenem (Trend),10.3
2018,Klebsiella spp.,All Specimens,Overall,Carbapenem (Trend),19.9
2018,Pseudomonas spp.,All Specimens,Overall,Carbapenem (Trend),15.9
2019,Acinetobacter spp.,All Specimens,Overall,Carbapenem (Trend),30.4
2019,Escherichia coli,All Specimens,Overall,Carbapenem (Trend),4.36
2019,Klebsiella spp.,All Specimens,Overall,Carbapenem (Trend),16.48
2019,Pseudomonas spp.,All Specimens,Overall,Carbapenem (Trend),6.92
2021,Acinetobacter spp.,All Specimens,Overall,Carbapenem (Trend),54.0
2021,Escherichia coli,All Specimens,Overall,Carbapenem (Trend),10.0
2021,Klebsiella spp.,All Specimens,Overall,Carbapenem (Trend),32.0
2021,Pseudomonas spp.,All Specimens,Overall,Carbapenem (Trend),14.0
2022,Acinetobacter spp.,All Specimens,Overall,Carbapenem (Trend),51.95
2022,Escherichia coli,All Specimens,Overall,Carbapenem (Trend),9.58
2022,Klebsiella spp.,All Specimens,Overall,Carbapenem (Trend),29.3
2022,Pseudomonas spp.,All Specimens,Overall,Carbapenem (Trend),16.06
2018,Staphylococcus aureus,All Specimens,Overall,MRSA (Cefoxitin),36.67
2019,Staphylococcus aureus,All Specimens,Overall,MRSA (Cefoxitin),38.95
2021,Staphylococcus aureus,All Specimens,Overall,MRSA (Cefoxitin),20.0
2022,Staphylococcus aureus,All Specimens,Overall,MRSA (Cefoxitin),27.47
2018,Enterococcus spp.,All Specimens,Overall,VRE (Vancomycin),0.62
2019,Enterococcus spp.,All Specimens,Overall,VRE (Vancomycin),0.26
2021,Enterococcus spp.,All Specimens,Overall,VRE (Vancomycin),5.0
2022,Enterococcus spp.,All Specimens,Overall,VRE (Vancomycin),3.25
2023,Staphylococcus aureus,Blood,Overall,Cefoxitin (MRSA),33.0
2023,Staphylococcus aureus,Blood,Overall,Gentamicin,19.0
2023,Staphylococcus aureus,Blood,Overall,Ciprofloxacin,46.0
2023,Staphylococcus aureus,Blood,Overall,Co-trimoxazole,14.0
2023,Staphylococcus aureus,Blood,Overall,Clindamycin,27.0
2023,Staphylococcus aureus,Blood,Overall,Erythromycin,64.0
2023,Staphylococcus aureus,Blood,Overall,Linezolid,0.0
2023,Staphylococcus aureus,Blood,Overall,Teicoplanin,1.0
2023,Staphylococcus aureus,Blood,Overall,Vancomycin,0.0
2023,Staphylococcus aureus,Pus Aspirate,Overall,Cefoxitin (MRSA),29.0
2023,Staphylococcus aureus,Pus Aspirate,Overall,Gentamicin,13.0
2023,Staphylococcus aureus,Pus Aspirate,Overall,Ciprofloxacin,47.0
2023,Staphylococcus aureus,Pus Aspirate,Overall,Co-trimoxazole,8.0
2023,Staphylococcus aureus,Pus Aspirate,Overall,Clindamycin,18.0
2023,Staphylococcus aureus,Pus Aspirate,Overall,Erythromycin,53.0
2023,Staphylococcus aureus,Pus Aspirate,Overall,Linezolid,0.0
2023,Staphylococcus aureus,Pus Aspirate,Overall,Teicoplanin,1.0
2023,Staphylococcus aureus,Pus Aspirate,Overall,Vancomycin,0.0
2023,Staphylococcus aureus,OSBF,Overall,Cefoxitin (MRSA),33.0
2023,Staphylococcus aureus,OSBF,Overall,Gentamicin,23.0
2023,Staphylococcus aureus,OSBF,Overall,Ciprofloxacin,45.0
2023,Staphylococcus aureus,OSBF,Overall,Co-trimoxazole,5.0
2023,Staphylococcus aureus,OSBF,Overall,Clindamycin,26.0
2023,Staphylococcus aureus,OSBF,Overall,Erythromycin,61.0
2023,Staphylococcus aureus,OSBF,Overall,Linezolid,0.0
2023,Staphylococcus aureus,OSBF,Overall,Vancomycin,0.0
2023,Staphylococcus aureus,Blood,ICU,Cefoxitin (MRSA),31.0
2023,Staphylococcus aureus,Blood,ICU,Amikacin,0.0
2023,Staphylococcus aureus,Blood,ICU,Gentamicin,19.0
2023,Staphylococcus aureus,Blood,ICU,Ciprofloxacin,47.0
2023,Staphylococcus aureus,Blood,ICU,Co-trimoxazole,13.0
2023,Staphylococcus aureus,Blood,ICU,Clindamycin,28.0
2023,Staphylococcus aureus,Blood,ICU,Erythromycin,63.0
2023,Staphylococcus aureus,Blood,ICU,Linezolid,0.0
2023,Staphylococcus aureus,Blood,ICU,Teicoplanin,0.0
2023,Staphylococcus aureus,Blood,ICU,Doxycycline,1.0
2023,Staphylococcus aureus,Blood,ICU,Vancomycin,0.0
2023,Staphylococcus aureus,Blood,IPD,Cefoxitin (MRSA),34.0
2023,Staphylococcus aureus,Blood,IPD,Amikacin,10.0
2023,Staphylococcus aureus,Blood,IPD,Gentamicin,19.0
2023,Staphylococcus aureus,Blood,IPD,Ciprofloxacin,44.0
2023,Staphylococcus aureus,Blood,IPD,Co-trimoxazole,16.0
2023,Staphylococcus aureus,Blood,IPD,Clindamycin,26.0
2023,Staphylococcus aureus,Blood,IPD,Erythromycin,66.0
2023,Staphylococcus aureus,Blood,IPD,Linezolid,0.0
2023,Staphylococcus aureus,Blood,IPD,Teicoplanin,1.0
2023,Staphylococcus aureus,Blood,IPD,Doxycycline,5.0
2023,Staphylococcus aureus,Blood,IPD,Vancomycin,0.0
2023,Staphylococcus aureus,Blood,OPD,Cefoxitin (MRSA),39.0
2023,Staphylococcus aureus,Blood,OPD,Amikacin,5.0
2023,Staphylococcus aureus,Blood,OPD,Gentamicin,15.0
2023,Staphylococcus aureus,Blood,OPD,Ciprofloxacin,56.0
2023,Staphylococcus aureus,Blood,OPD,Co-trimoxazole,7.0
2023,Staphylococcus aureus,Blood,OPD,Clindamycin,29.0
2023,Staphylococcus aureus,Blood,OPD,Erythromycin,59.0
2023,Staphylococcus aureus,Blood,OPD,Linezolid,0.0
2023,Staphylococcus aureus,Blood,OPD,Teicoplanin,0.0
2023,Staphylococcus aureus,Blood,OPD,Doxycycline,0.0
2023,Staphylococcus aureus,Blood,OPD,Vancomycin,0.0
2023,Staphylococcus aureus,All Specimens,Overall,Cefoxitin (MRSA),29.8
2023,Enterococcus species,Blood,Overall,Ampicillin,38.0
2023,Enterococcus species,Blood,Overall,Gentamicin HLAR,30.0
2023,Enterococcus species,Blood,Overall,Erythromycin,78.0
2023,Enterococcus species,Blood,Overall,Linezolid,0.0
2023,Enterococcus species,Blood,Overall,Vancomycin,3.0
2023,Enterococcus species,Blood,Overall,Teicoplanin,5.0
2023,Enterococcus species,Blood,Overall,Doxycycline,46.0
2023,Enterococcus species,Pus Aspirate,Overall,Ampicillin,19.0
2023,Enterococcus species,Pus Aspirate,Overall,Gentamicin HLAR,22.0
2023,Enterococcus species,Pus Aspirate,Overall,Erythromycin,72.0
2023,Enterococcus species,Pus Aspirate,Overall,Linezolid,0.1
2023,Enterococcus species,Pus Aspirate,Overall,Vancomycin,1.0
2023,Enterococcus species,Pus Aspirate,Overall,Teicoplanin,2.0
2023,Enterococcus species,Pus Aspirate,Overall,Doxycycline,23.0
2023,Enterococcus species,Pus Aspirate,Overall,Tetracycline,74.0
2023,Enterococcus species,OSBF,Overall,Ampicillin,46.0
2023,Enterococcus species,OSBF,Overall,Gentamicin HLAR,33.0
2023,Enterococcus species,OSBF,Overall,Erythromycin,68.0
2023,Enterococcus species,OSBF,Overall,Linezolid,0.0
2023,Enterococcus species,OSBF,Overall,Vancomycin,0.0
2023,Enterococcus species,OSBF,Overall,Doxycycline,50.0
2023,Enterococcus species,Urine,Overall,Ampicillin,42.0
2023,Enterococcus species,Urine,Overall,Gentamicin HLAR,35.0
2023,Enterococcus species,Urine,Overall,Ciprofloxacin,71.0
2023,Enterococcus species,Urine,Overall,Linezolid,0.1
2023,Enterococcus species,Urine,Overall,Vancomycin,2.0
2023,Enterococcus species,Urine,Overall,Teicoplanin,2.0
2023,Enterococcus species,Urine,Overall,Tetracycline,70.0
2023,Enterococcus species,Urine,Overall,Fosfomycin,28.0
2023,Enterococcus species,Urine,Overall,Nitrofurantoin,30.0
2023,Enterococcus species,Blood,ICU,Ampicillin,42.0
2023,Enterococcus species,Blood,ICU,Gentamicin HLAR,32.0
2023,Enterococcus species,Blood,ICU,Erythromycin,77.0
2023,Enterococcus species,Blood,ICU,Linezolid,0.0
2023,Enterococcus species,Blood,ICU,Vancomycin,2.0
2023,Enterococcus species,Blood,ICU,Teicoplanin,3.0
2023,Enterococcus species,Blood,ICU,Doxycycline,52.0
2023,Enterococcus species,Blood,IPD,Ampicillin,37.0
2023,Enterococcus species,Blood,IPD,Gentamicin HLAR,28.0
2023,Enterococcus species,Blood,IPD,Erythromycin,81.0
2023,Enterococcus species,Blood,IPD,Linezolid,0.0
2023,Enterococcus species,Blood,IPD,Vancomycin,5.0
2023,Enterococcus species,Blood,IPD,Teicoplanin,8.0
2023,Enterococcus species,Blood,IPD,Doxycycline,42.0
2023,Enterococcus species,Blood,OPD,Ampicillin,20.0
2023,Enterococcus species,Blood,OPD,Gentamicin HLAR,30.0
2023,Enterococcus species,Blood,OPD,Erythromycin,71.0
2023,Enterococcus species,Blood,OPD,Linezolid,0.0
2023,Enterococcus species,Blood,OPD,Vancomycin,0.0
2023,Enterococcus species,Blood,OPD,Teicoplanin,0.0
2023,Enterococcus species,Blood,OPD,Doxycycline,30.0
2023,Enterococcus species,All Specimens,Overall,Vancomycin (VRE),1.8
2023,Escherichia coli,Blood,Overall,Ampicillin,88.0
2023,Escherichia coli,Blood,Overall,Co-amoxyclav,33.0
2023,Escherichia coli,Blood,Overall,Piperacillin/Tazobactam,21.0
2023,Escherichia coli,Blood,Overall,Cefuroxime,72.0
2023,Escherichia coli,Blood,Overall,Ceftriaxone,68.0
2023,Escherichia coli,Blood,Overall,Cefotaxime,71.0
2023,Escherichia coli,Blood,Overall,Cefepime,53.0
2023,Escherichia coli,Blood,Overall,Ertapenem,12.0
2023,Escherichia coli,Blood,Overall,Imipenem,11.0
2023,Escherichia coli,Blood,Overall,Meropenem,11.0
2023,Escherichia coli,Blood,Overall,Amikacin,15.0
2023,Escherichia coli,Blood,Overall,Gentamicin,30.0
2023,Escherichia coli,Blood,Overall,Ciprofloxacin,66.0
2023,Escherichia coli,Blood,Overall,Co-trimoxazole,47.0
2023,Escherichia coli,Blood,Overall,Colistin,0.31
2023,Escherichia coli,Blood,Overall,Doxycycline,27.0
2023,Escherichia coli,Pus Aspirate,Overall,Ampicillin,89.0
2023,Escherichia coli,Pus Aspirate,Overall,Co-amoxyclav,38.0
2023,Escherichia coli,Pus Aspirate,Overall,Piperacillin/Tazobactam,21.0
2023,Escherichia coli,Pus Aspirate,Overall,Cefuroxime,68.0
2023,Escherichia coli,Pus Aspirate,Overall,Ceftriaxone,66.0
2023,Escherichia coli,Pus Aspirate,Overall,Cefotaxime,65.0
2023,Escherichia coli,Pus Aspirate,Overall,Cefepime,46.0
2023,Escherichia coli,Pus Aspirate,Overall,Ertapenem,12.0
2023,Escherichia coli,Pus Aspirate,Overall,Imipenem,11.0
2023,Escherichia coli,Pus Aspirate,Overall,Meropenem,9.0
2023,Escherichia coli,Pus Aspirate,Overall,Amikacin,16.0
2023,Escherichia coli,Pus Aspirate,Overall,Gentamicin,26.0
2023,Escherichia coli,Pus Aspirate,Overall,Ciprofloxacin,60.0
2023,Escherichia coli,Pus Aspirate,Overall,Co-trimoxazole,44.0
2023,Escherichia coli,Pus Aspirate,Overall,Colistin,0.0
2023,Escherichia coli,OSBF,Overall,Ampicillin,87.0
2023,Escherichia coli,OSBF,Overall,Co-amoxyclav,37.0
2023,Escherichia coli,OSBF,Overall,Piperacillin/Tazobactam,25.0
2023,Escherichia coli,OSBF,Overall,Cefuroxime,64.0
2023,Escherichia coli,OSBF,Overall,Ceftriaxone,64.0
2023,Escherichia coli,OSBF,Overall,Cefotaxime,63.0
2023,Escherichia coli,OSBF,Overall,Cefepime,44.0
2023,Escherichia coli,OSBF,Overall,Ertapenem,21.0
2023,Escherichia coli,OSBF,Overall,Imipenem,20.0
2023,Escherichia coli,OSBF,Overall,Meropenem,16.0
2023,Escherichia coli,OSBF,Overall,Amikacin,19.0
2023,Escherichia coli,OSBF,Overall,Gentamicin,31.0
2023,Escherichia coli,OSBF,Overall,Ciprofloxacin,62.0
2023,Escherichia coli,OSBF,Overall,Co-trimoxazole,39.0
2023,Escherichia coli,OSBF,Overall,Colistin,0.0
2023,Escherichia coli,Urine,Overall,Ampicillin,85.0
2023,Escherichia coli,Urine,Overall,Co-amoxyclav,28.0
2023,Escherichia coli,Urine,Overall,Piperacillin/Tazobactam,15.0
2023,Escherichia coli,Urine,Overall,Cefuroxime,61.0
2023,Escherichia coli,Urine,Overall,Ceftriaxone,64.0
2023,Escherichia coli,Urine,Overall,Cefotaxime,61.0
2023,Escherichia coli,Urine,Overall,Cefepime,45.0
2023,Escherichia coli,Urine,Overall,Ertapenem,6.0
2023,Escherichia coli,Urine,Overall,Imipenem,7.0
2023,Escherichia coli,Urine,Overall,Meropenem,6.0
2023,Escherichia coli,Urine,Overall,Amikacin,12.0
2023,Escherichia coli,Urine,Overall,Gentamicin,20.0
2023,Escherichia coli,Urine,Overall,Ciprofloxacin,54.0
2023,Escherichia coli,Urine,Overall,Co-trimoxazole,39.0
2023,Escherichia coli,Urine,Overall,Colistin,0.04
2023,Escherichia coli,Urine,Overall,Fosfomycin,2.0
2023,Escherichia coli,Urine,Overall,Nitrofurantoin,10.0
2023,Escherichia coli,Blood,Overall,ESBL,71.0
2023,Escherichia coli,Blood,ICU,Ampicillin,96.0
2023,Escherichia coli,Blood,ICU,Amoxicillin/Clavulanic acid,35.0
2023,Escherichia coli,Blood,ICU,Piperacillin/Tazobactam,21.0
2023,Escherichia coli,Blood,ICU,Ceftriaxone,72.0
